stock,open,high,low,close,timestamp
株O,641.50,702.26,598.08,612.29,13:02:26.500
株D,301.75,380.69,294.39,302.50,13:02:27.000
株F,762.48,821.59,727.11,747.07,13:02:27.500
株J,785.04,873.74,770.38,775.23,13:02:28.000
株L,557.37,630.66,524.13,526.93,13:02:28.500
株D,622.23,676.31,589.66,608.07,13:02:29.000
株X,382.73,472.36,349.51,359.49,13:02:29.500
株B,941.68,1015.07,932.04,936.73,13:02:30.000
株E,368.85,428.70,337.83,352.34,13:02:30.500
株I,830.44,924.70,798.10,799.80,13:02:31.000
株U,643.66,711.89,635.01,654.73,13:02:31.500
株X,496.53,578.93,457.71,473.57,13:02:32.000
株E,976.22,1056.20,959.80,974.84,13:02:32.500
株N,622.00,696.89,592.07,609.10,13:02:33.000
株F,306.86,394.55,278.15,285.94,13:02:33.500
株Y,913.26,973.44,884.31,889.98,13:02:34.000
株D,743.14,825.21,712.08,715.30,13:02:34.500
株V,454.10,521.58,411.49,420.37,13:02:35.000
株U,461.29,514.03,432.33,442.61,13:02:35.500
株W,698.46,753.76,678.37,685.71,13:02:36.000
株O,496.25,551.18,481.63,491.06,13:02:36.500
株W,376.01,441.60,338.79,356.03,13:02:37.000
株N,729.85,781.10,700.92,719.99,13:02:37.500
株S,989.34,1071.58,988.00,1007.34,13:02:38.000
株K,686.91,780.38,670.86,685.93,13:02:38.500
株I,920.29,996.13,898.59,908.17,13:02:39.000
株V,588.66,660.91,571.81,575.57,13:02:39.500
株M,963.22,1038.83,948.79,955.29,13:02:40.000
株D,775.90,874.50,756.52,758.50,13:02:40.500
株V,770.86,869.08,728.46,747.62,13:02:41.000
株Z,494.15,584.61,488.52,494.05,13:02:41.500
株G,535.98,621.66,522.48,541.83,13:02:42.000
株H,628.95,687.63,581.70,599.59,13:02:42.500
株N,726.31,798.68,681.47,696.41,13:02:43.000
株X,468.42,558.86,464.79,473.21,13:02:43.500
株J,743.90,808.06,715.74,723.03,13:02:44.000
株U,464.43,519.45,456.26,474.69,13:02:44.500
株P,810.93,881.96,762.88,765.31,13:02:45.000
株E,918.40,988.61,880.76,882.19,13:02:45.500
株L,701.81,792.24,674.95,682.30,13:02:46.000
株J,528.16,603.41,523.27,533.14,13:02:46.500
株I,975.99,1063.61,953.97,956.31,13:02:47.000
株C,503.93,600.06,477.98,489.49,13:02:47.500
株S,490.72,550.69,487.88,504.62,13:02:48.000
株G,611.29,697.68,570.68,575.94,13:02:48.500
株A,759.62,820.54,725.19,732.28,13:02:49.000
株S,578.72,640.22,547.73,562.00,13:02:49.500
株D,385.61,468.84,342.60,356.64,13:02:50.000
株F,651.38,706.61,642.29,662.19,13:02:50.500
株U,443.43,540.76,402.92,409.93,13:02:51.000
株O,646.00,707.38,643.26,655.54,13:02:51.500
株U,540.87,629.45,515.74,530.03,13:02:52.000
株R,763.14,840.21,738.05,753.88,13:02:52.500
株Y,372.36,439.34,354.54,363.52,13:02:53.000
株P,599.42,669.36,551.30,564.99,13:02:53.500
株W,750.32,843.46,714.85,733.71,13:02:54.000
株H,731.35,821.71,711.68,724.00,13:02:54.500
株S,983.05,1072.63,942.36,945.39,13:02:55.000
株Y,697.19,747.91,660.82,663.03,13:02:55.500
株M,502.55,561.19,486.61,488.03,13:02:56.000
株A,835.53,908.43,815.38,830.45,13:02:56.500
株V,964.46,1036.49,932.76,952.05,13:02:57.000
株H,390.89,472.57,384.35,401.42,13:02:57.500
株U,714.29,776.00,703.68,705.57,13:02:58.000
株O,382.97,437.77,346.38,356.18,13:02:58.500
株U,629.62,701.28,613.81,617.49,13:02:59.000
株L,635.47,703.29,596.79,599.39,13:02:59.500
株B,413.71,498.87,409.22,413.57,13:03:00.000
株M,746.74,838.71,734.46,748.19,13:03:00.500
株C,991.34,1069.25,950.20,965.40,13:03:01.000
株R,637.29,721.54,628.74,630.36,13:03:01.500
株W,427.28,499.22,382.60,386.98,13:03:02.000
株R,780.39,835.10,764.96,767.97,13:03:02.500
株J,970.29,1041.48,928.75,934.20,13:03:03.000
株C,785.55,884.77,761.74,779.34,13:03:03.500
株H,825.04,904.98,818.63,830.40,13:03:04.000
株T,324.01,411.05,286.16,290.80,13:03:04.500
株R,836.65,918.69,809.94,817.18,13:03:05.000
株F,899.56,961.76,891.63,898.74,13:03:05.500
株I,375.04,471.47,347.27,357.46,13:03:06.000
株V,893.22,972.54,862.87,877.25,13:03:06.500
株G,943.96,1001.88,916.46,930.25,13:03:07.000
株M,939.38,1029.26,925.96,938.77,13:03:07.500
株O,535.07,598.77,486.95,492.15,13:03:08.000
株A,636.79,734.91,598.60,617.82,13:03:08.500
株Y,706.55,764.42,696.15,713.18,13:03:09.000
株B,358.24,445.54,309.72,312.49,13:03:09.500
株F,351.90,419.39,340.81,353.21,13:03:10.000
株M,448.27,540.11,408.95,414.08,13:03:10.500
株P,430.10,523.29,399.68,406.27,13:03:11.000
株J,847.83,909.55,809.55,816.28,13:03:11.500
株C,793.22,880.25,758.87,772.45,13:03:12.000
株N,977.94,1033.90,947.41,949.60,13:03:12.500
株M,715.36,794.66,701.98,709.58,13:03:13.000
株O,776.95,846.14,750.37,763.13,13:03:13.500
株T,695.71,754.86,653.67,664.37,13:03:14.000
株C,422.71,494.68,395.25,405.70,13:03:14.500
株N,631.55,682.30,584.44,591.51,13:03:15.000
株X,672.28,737.25,655.08,662.70,13:03:15.500
株C,683.57,735.30,676.23,686.51,13:03:16.000
株N,501.89,585.55,456.59,459.51,13:03:16.500
株K,619.18,708.64,569.47,572.77,13:03:17.000
株Y,820.26,875.26,776.07,790.98,13:03:17.500
株Z,493.99,547.56,451.32,457.20,13:03:18.000
株U,986.43,1070.08,954.30,965.70,13:03:18.500
株X,831.12,930.48,805.64,810.44,13:03:19.000
株Q,899.06,980.27,872.11,891.70,13:03:19.500
株J,408.93,506.69,382.35,384.08,13:03:20.000
株S,339.04,433.13,303.01,304.56,13:03:20.500
株R,709.94,767.54,682.10,700.66,13:03:21.000
株K,309.64,375.34,291.04,302.64,13:03:21.500
株W,543.62,636.46,538.61,543.63,13:03:22.000
株R,694.62,787.81,648.30,653.62,13:03:22.500
株P,812.97,902.96,784.81,797.81,13:03:23.000
株F,580.55,659.41,562.44,569.84,13:03:23.500
株A,410.46,476.02,400.51,407.85,13:03:24.000
株R,737.42,832.54,722.83,734.95,13:03:24.500
株E,622.32,716.10,595.61,609.99,13:03:25.000
株E,347.97,430.97,306.69,322.74,13:03:25.500
株E,879.78,969.44,866.11,873.66,13:03:26.000
株Q,787.23,840.07,740.67,744.45,13:03:26.500
株U,583.99,636.24,543.55,552.94,13:03:27.000
株E,374.22,428.72,357.93,369.61,13:03:27.500
株H,383.52,441.65,341.12,347.26,13:03:28.000
株K,536.55,629.98,533.91,545.63,13:03:28.500
株I,930.66,1030.56,886.20,888.53,13:03:29.000
株V,386.75,439.33,369.01,381.76,13:03:29.500
株Y,882.15,971.93,856.92,875.88,13:03:30.000
株E,678.93,773.57,673.17,678.42,13:03:30.500
株Z,710.11,783.41,698.15,704.29,13:03:31.000
株Y,505.69,583.49,480.48,487.64,13:03:31.500
株C,985.16,1047.62,942.89,956.40,13:03:32.000
株O,854.07,934.32,826.30,835.66,13:03:32.500
株X,521.71,598.98,490.61,505.36,13:03:33.000
株P,950.59,1049.53,925.99,944.43,13:03:33.500
株G,618.30,710.70,611.44,627.12,13:03:34.000
株F,922.48,1019.95,918.34,927.02,13:03:34.500
株Z,695.55,755.16,670.63,687.27,13:03:35.000
株T,883.41,977.22,855.76,863.83,13:03:35.500
株R,772.46,867.30,761.18,767.63,13:03:36.000
株X,363.29,452.14,335.68,353.24,13:03:36.500
株K,522.43,607.83,492.50,495.95,13:03:37.000
株Y,571.09,623.26,539.02,541.27,13:03:37.500
株X,895.42,989.76,893.94,904.23,13:03:38.000
株C,999.56,1097.30,977.93,984.44,13:03:38.500
株A,881.45,947.61,879.56,899.45,13:03:39.000
株X,940.57,1014.68,933.39,937.15,13:03:39.500
株Y,864.67,925.34,860.90,874.03,13:03:40.000
株D,559.25,644.03,539.98,549.08,13:03:40.500
株J,939.69,993.60,893.50,911.66,13:03:41.000
株U,316.46,385.73,282.17,288.22,13:03:41.500
株P,862.14,940.30,830.54,841.19,13:03:42.000
株V,435.50,496.39,400.71,402.63,13:03:42.500
株F,322.21,392.77,309.70,317.12,13:03:43.000
株A,975.49,1072.73,932.30,943.86,13:03:43.500
株A,884.54,949.61,856.44,862.58,13:03:44.000
株B,452.14,536.45,413.05,422.52,13:03:44.500
株U,830.66,920.27,801.47,817.87,13:03:45.000
株X,434.21,525.57,389.31,391.49,13:03:45.500
株X,832.20,896.47,823.76,826.99,13:03:46.000
株I,349.69,415.90,325.02,340.87,13:03:46.500
株Z,814.88,884.40,780.39,785.26,13:03:47.000
株I,303.46,382.90,266.52,279.11,13:03:47.500
株Z,406.79,483.49,379.84,383.52,13:03:48.000
株T,990.24,1085.66,988.22,995.75,13:03:48.500
株Q,669.13,762.83,628.11,643.77,13:03:49.000
株Y,952.60,1015.71,928.35,936.58,13:03:49.500
株R,691.07,783.24,664.99,681.57,13:03:50.000
株A,639.63,721.96,633.62,647.87,13:03:50.500
株H,807.91,890.98,803.50,810.64,13:03:51.000
株U,522.28,591.52,513.57,527.48,13:03:51.500
株W,522.79,607.17,474.10,481.84,13:03:52.000
株K,599.38,688.36,593.96,609.84,13:03:52.500
株Z,703.70,763.36,681.32,700.92,13:03:53.000
株T,811.13,863.83,799.92,804.91,13:03:53.500
株V,995.28,1082.08,971.48,979.20,13:03:54.000
株F,455.33,529.64,448.09,464.70,13:03:54.500
株B,800.94,869.16,795.33,811.67,13:03:55.000
株D,729.27,792.28,711.60,728.49,13:03:55.500
株A,921.91,1013.91,887.50,905.25,13:03:56.000
株B,633.14,717.32,588.58,591.42,13:03:56.500
株H,619.09,680.11,611.41,614.02,13:03:57.000
株Z,312.36,411.02,266.37,282.94,13:03:57.500
株L,982.44,1033.64,944.74,960.65,13:03:58.000
株N,750.89,837.15,705.15,719.46,13:03:58.500
株A,567.29,634.19,556.72,563.19,13:03:59.000
株O,310.54,404.53,291.45,308.95,13:03:59.500
株P,689.73,765.37,643.01,659.45,13:04:00.000
株K,656.50,730.50,651.77,653.50,13:04:00.500
株U,810.97,870.57,771.92,780.71,13:04:01.000
株I,405.72,481.03,358.33,363.27,13:04:01.500
株T,477.40,535.65,429.15,437.27,13:04:02.000
株P,602.69,687.61,588.17,598.81,13:04:02.500
株F,684.80,779.87,637.39,646.35,13:04:03.000
株U,352.71,447.00,328.73,335.19,13:04:03.500
株J,833.58,906.67,817.20,829.87,13:04:04.000
株Q,936.62,1007.71,912.40,921.87,13:04:04.500
株C,869.07,937.78,849.19,855.62,13:04:05.000
株Y,829.89,889.37,798.64,806.01,13:04:05.500
株S,706.71,797.16,660.36,673.84,13:04:06.000
株J,957.41,1038.39,953.48,958.96,13:04:06.500
株C,449.57,518.15,403.88,405.86,13:04:07.000
株D,803.72,881.59,792.70,810.13,13:04:07.500
株Z,664.36,759.10,625.87,639.11,13:04:08.000
株M,486.83,560.66,448.44,461.90,13:04:08.500
株Y,431.21,524.21,382.83,402.39,13:04:09.000
株X,852.39,951.77,808.15,820.02,13:04:09.500
株D,819.99,918.51,804.01,811.02,13:04:10.000
株C,719.25,783.65,683.24,688.07,13:04:10.500
株W,869.70,928.74,859.67,863.90,13:04:11.000
株V,632.94,725.25,631.50,632.85,13:04:11.500
株W,992.47,1074.90,967.34,985.83,13:04:12.000
株S,404.36,490.02,378.19,390.43,13:04:12.500
株P,623.63,710.08,614.65,617.21,13:04:13.000
株M,554.45,635.72,528.45,542.37,13:04:13.500
株F,362.16,428.78,327.06,346.60,13:04:14.000
株D,503.58,603.10,478.98,496.76,13:04:14.500
株E,893.73,971.33,856.99,860.05,13:04:15.000
株U,710.64,799.85,695.15,708.54,13:04:15.500
株O,433.16,484.53,401.34,416.69,13:04:16.000
株B,958.63,1026.72,935.10,941.01,13:04:16.500
株X,440.19,512.49,401.99,421.17,13:04:17.000
株V,615.27,675.84,611.74,624.36,13:04:17.500
株R,345.84,430.06,313.15,332.55,13:04:18.000
株A,674.00,747.38,658.59,664.51,13:04:18.500
株Q,620.20,717.48,575.95,589.28,13:04:19.000
株H,744.33,810.26,714.82,732.74,13:04:19.500
株F,563.86,643.09,541.97,550.17,13:04:20.000
株V,925.30,994.17,908.63,909.75,13:04:20.500
株P,534.12,588.52,490.11,500.27,13:04:21.000
株P,853.17,924.56,826.64,834.41,13:04:21.500
株R,837.09,919.72,794.39,805.43,13:04:22.000
株G,941.38,1019.66,939.50,943.39,13:04:22.500
株Q,360.51,455.72,357.92,365.28,13:04:23.000
株F,373.21,459.24,348.01,358.69,13:04:23.500
株P,832.75,888.04,816.40,820.08,13:04:24.000
株R,420.95,513.66,401.12,408.51,13:04:24.500
株Q,501.96,569.53,480.06,489.40,13:04:25.000
株O,980.34,1033.99,970.94,973.62,13:04:25.500
株E,791.88,888.63,771.90,784.00,13:04:26.000
株E,436.95,522.25,424.47,440.40,13:04:26.500
株Q,788.12,862.43,757.61,772.61,13:04:27.000
株Z,932.90,1025.40,919.30,934.52,13:04:27.500
株Y,783.47,855.54,765.07,769.54,13:04:28.000
株C,575.60,646.71,547.71,552.00,13:04:28.500
株L,729.40,794.94,726.00,743.49,13:04:29.000
株O,625.50,712.17,624.46,642.01,13:04:29.500
株F,863.44,924.73,820.80,831.58,13:04:30.000
株K,376.91,458.37,358.63,372.62,13:04:30.500
株W,501.73,561.99,455.83,465.50,13:04:31.000
株B,460.33,545.56,445.69,458.59,13:04:31.500
株D,936.44,1017.94,909.62,925.00,13:04:32.000
株F,883.86,975.29,860.57,871.47,13:04:32.500
株M,343.19,422.15,324.50,325.81,13:04:33.000
株J,671.73,768.16,639.14,645.33,13:04:33.500
株P,443.26,537.31,429.39,445.78,13:04:34.000
株B,313.26,410.06,289.11,295.37,13:04:34.500
株G,759.18,822.72,737.39,745.24,13:04:35.000
株W,513.18,607.22,477.19,493.77,13:04:35.500
株F,451.65,549.55,415.49,425.89,13:04:36.000
株F,501.21,564.42,455.22,459.03,13:04:36.500
株C,672.33,764.96,635.00,653.60,13:04:37.000
株I,547.71,604.77,541.11,548.10,13:04:37.500
株K,600.40,658.34,555.48,566.79,13:04:38.000
株X,414.64,506.39,410.41,413.28,13:04:38.500
株G,602.65,700.94,598.92,617.16,13:04:39.000
株Y,629.99,719.06,604.16,617.80,13:04:39.500
株B,792.18,852.01,763.01,764.03,13:04:40.000
株Z,499.52,580.72,455.88,465.74,13:04:40.500
株K,464.76,555.11,449.06,454.53,13:04:41.000
株R,597.82,685.86,575.59,582.61,13:04:41.500
株M,644.88,722.29,620.03,639.33,13:04:42.000
株M,642.08,699.09,628.91,634.23,13:04:42.500
株K,593.55,652.44,583.94,593.20,13:04:43.000
株L,854.89,938.39,844.31,861.40,13:04:43.500
株D,810.70,875.01,803.79,806.75,13:04:44.000
株C,465.30,555.64,433.86,436.62,13:04:44.500
株F,833.76,932.23,786.64,797.92,13:04:45.000
株V,440.82,496.10,411.18,418.61,13:04:45.500
株K,861.65,926.52,817.04,823.95,13:04:46.000
株R,777.20,827.57,770.67,785.23,13:04:46.500
株O,407.67,481.01,371.60,391.24,13:04:47.000
株V,896.79,993.89,848.05,866.04,13:04:47.500
株D,994.35,1051.43,965.77,985.44,13:04:48.000
株L,915.55,983.41,896.95,910.16,13:04:48.500
株B,619.87,693.72,588.94,599.54,13:04:49.000
株P,508.11,576.32,490.53,494.37,13:04:49.500
株X,941.54,1028.64,896.19,899.95,13:04:50.000
株L,525.47,580.17,506.43,508.91,13:04:50.500
株K,608.22,685.24,579.21,589.85,13:04:51.000
株S,784.24,849.44,741.40,755.47,13:04:51.500
株D,525.42,579.73,481.43,485.44,13:04:52.000
株Z,519.20,580.64,496.46,501.31,13:04:52.500
株X,750.89,831.11,704.96,724.17,13:04:53.000
株E,330.38,405.61,307.09,323.70,13:04:53.500
株S,974.97,1047.18,933.11,935.87,13:04:54.000
株Q,853.43,945.31,838.07,850.57,13:04:54.500
株U,515.08,598.94,500.64,509.57,13:04:55.000
株S,916.86,1011.42,891.00,906.58,13:04:55.500
株N,546.73,629.30,520.06,521.13,13:04:56.000
株G,847.17,907.59,835.03,846.61,13:04:56.500
株U,863.07,940.44,847.12,856.12,13:04:57.000
株A,316.68,412.82,292.57,299.88,13:04:57.500
株C,972.93,1045.91,953.93,972.75,13:04:58.000
株I,927.54,992.78,885.61,887.97,13:04:58.500
株Y,624.27,697.24,610.10,627.90,13:04:59.000
株Y,699.36,786.23,681.90,690.69,13:04:59.500
株F,861.68,917.45,854.07,856.29,13:05:00.000
株N,531.12,609.94,489.16,503.02,13:05:00.500
株O,811.77,873.13,768.08,784.69,13:05:01.000
株Q,541.33,635.70,502.22,519.05,13:05:01.500
株I,537.87,600.94,510.75,519.05,13:05:02.000
株L,302.47,384.26,275.44,290.34,13:05:02.500
株Q,901.43,958.24,858.02,874.53,13:05:03.000
株R,977.48,1047.86,948.86,951.47,13:05:03.500
株F,949.14,1009.16,942.58,961.18,13:05:04.000
株X,589.65,685.01,560.12,565.02,13:05:04.500
株R,349.46,439.44,313.46,327.97,13:05:05.000
株O,823.09,903.82,775.48,787.08,13:05:05.500
株U,824.56,923.69,785.77,799.28,13:05:06.000
株J,859.12,930.61,819.19,837.07,13:05:06.500
株C,577.15,631.61,572.96,578.60,13:05:07.000
株B,374.49,427.18,339.00,342.20,13:05:07.500
株J,732.97,822.75,689.81,706.25,13:05:08.000
株M,681.45,756.88,658.57,671.92,13:05:08.500
株R,582.73,639.99,560.61,578.61,13:05:09.000
株C,546.37,604.09,526.24,539.95,13:05:09.500
株L,707.90,790.71,674.38,681.71,13:05:10.000
株J,816.54,894.03,814.03,816.90,13:05:10.500
株D,410.92,467.63,409.55,420.54,13:05:11.000
株K,953.26,1034.01,924.75,927.93,13:05:11.500
株E,815.17,886.79,776.56,784.45,13:05:12.000
株J,367.49,461.87,348.73,364.46,13:05:12.500
株W,438.31,530.57,388.49,394.56,13:05:13.000
株G,836.58,892.50,830.17,845.46,13:05:13.500
株U,810.85,864.40,785.88,794.92,13:05:14.000
株X,738.14,823.69,689.31,693.05,13:05:14.500
株E,862.89,955.81,825.86,827.40,13:05:15.000
株E,802.57,871.99,799.57,800.77,13:05:15.500
株C,659.88,734.79,648.82,655.69,13:05:16.000
株R,608.70,698.37,565.14,570.79,13:05:16.500
株M,670.58,723.37,631.39,643.24,13:05:17.000
株Q,661.28,744.95,650.98,652.89,13:05:17.500
株T,841.30,926.51,813.58,829.88,13:05:18.000
株A,820.23,915.76,788.86,793.27,13:05:18.500
株Z,920.51,1009.14,903.31,921.44,13:05:19.000
株R,666.21,752.72,645.12,651.78,13:05:19.500
株N,503.39,595.71,479.58,496.56,13:05:20.000
株B,791.90,883.69,788.31,806.33,13:05:20.500
株N,630.46,691.95,585.18,604.37,13:05:21.000
株B,484.53,542.18,446.61,465.63,13:05:21.500
株L,441.56,538.36,434.01,444.54,13:05:22.000
株I,590.94,651.37,585.81,588.82,13:05:22.500
株D,968.41,1059.73,955.69,958.58,13:05:23.000
株S,300.76,361.01,283.22,293.10,13:05:23.500
株V,562.43,639.13,560.52,571.06,13:05:24.000
株A,665.07,735.16,634.46,638.31,13:05:24.500
株E,586.27,679.33,561.91,572.16,13:05:25.000
株I,355.38,409.67,326.76,342.68,13:05:25.500
株U,468.73,538.96,457.96,462.90,13:05:26.000
株E,958.92,1039.67,916.06,918.50,13:05:26.500
株L,466.17,552.89,427.72,430.16,13:05:27.000
株I,361.71,416.87,313.40,322.39,13:05:27.500
株G,719.50,814.55,694.13,702.80,13:05:28.000
株P,572.91,653.20,561.53,580.80,13:05:28.500
株S,543.78,607.50,519.04,523.57,13:05:29.000
株C,360.81,432.22,348.03,356.49,13:05:29.500
株H,697.67,793.67,654.25,668.50,13:05:30.000
株C,534.84,628.41,493.63,498.83,13:05:30.500
株D,708.95,790.87,693.52,703.46,13:05:31.000
株F,478.61,571.93,452.66,455.35,13:05:31.500
株F,980.10,1034.59,953.37,961.10,13:05:32.000
株D,515.62,580.50,490.04,498.41,13:05:32.500
株W,651.95,702.56,637.39,654.13,13:05:33.000
株M,420.61,486.07,375.96,386.49,13:05:33.500
株U,671.63,762.89,644.92,654.12,13:05:34.000
株W,604.22,689.39,569.11,572.50,13:05:34.500
株Q,390.93,483.32,350.62,363.71,13:05:35.000
株M,887.48,968.38,867.72,875.92,13:05:35.500
株B,921.74,991.90,878.00,884.40,13:05:36.000
株P,807.82,893.86,797.37,804.49,13:05:36.500
株T,306.01,383.59,273.20,281.96,13:05:37.000
株A,345.17,426.89,322.57,334.25,13:05:37.500
株S,617.93,670.68,582.30,597.58,13:05:38.000
株S,657.05,743.42,632.41,639.19,13:05:38.500
株U,870.56,959.65,842.73,845.58,13:05:39.000
株H,743.39,828.07,711.08,712.53,13:05:39.500
株X,689.56,769.27,666.88,686.20,13:05:40.000
株Z,989.96,1053.54,980.84,985.30,13:05:40.500
株B,768.12,863.25,743.51,747.57,13:05:41.000
株P,317.59,391.89,303.41,307.96,13:05:41.500
株E,498.00,569.69,464.05,475.00,13:05:42.000
株X,779.05,856.37,737.27,756.25,13:05:42.500
株B,650.20,739.02,614.73,631.97,13:05:43.000
株F,537.67,626.09,507.90,526.44,13:05:43.500
株P,737.18,801.62,722.84,735.38,13:05:44.000
株D,842.25,939.15,807.68,815.63,13:05:44.500
株A,319.14,376.27,280.53,282.41,13:05:45.000
株L,699.27,766.94,657.17,659.03,13:05:45.500
株G,372.29,468.71,343.80,344.84,13:05:46.000
株E,380.35,466.83,363.14,373.38,13:05:46.500
株V,930.88,986.10,889.01,890.32,13:05:47.000
株B,792.25,889.79,752.21,753.96,13:05:47.500
株Z,665.04,727.88,661.39,669.72,13:05:48.000
株I,570.62,641.40,564.69,567.30,13:05:48.500
株X,932.71,986.89,900.09,917.57,13:05:49.000
株V,391.89,486.19,347.80,361.88,13:05:49.500
株O,331.23,414.56,283.57,302.64,13:05:50.000
株U,380.12,444.97,332.58,335.92,13:05:50.500
株C,984.92,1055.69,947.34,955.27,13:05:51.000
株V,399.25,498.02,381.62,401.61,13:05:51.500
株F,771.10,829.32,736.40,742.75,13:05:52.000
株H,975.42,1055.18,927.54,943.61,13:05:52.500
株F,824.89,878.02,787.85,798.87,13:05:53.000
株W,520.39,571.14,503.44,513.28,13:05:53.500
株A,773.29,849.84,728.07,744.00,13:05:54.000
株P,380.59,432.74,371.45,377.51,13:05:54.500
株S,806.10,895.97,792.03,799.61,13:05:55.000
株Q,615.76,688.30,613.35,616.33,13:05:55.500
株A,701.11,789.36,699.76,718.87,13:05:56.000
株F,476.86,531.19,447.21,462.88,13:05:56.500
株Y,878.89,944.74,845.27,856.14,13:05:57.000
株O,629.10,679.78,596.08,605.35,13:05:57.500
株L,500.64,552.45,457.78,469.82,13:05:58.000
株S,750.52,826.65,723.29,724.79,13:05:58.500
株A,648.11,739.52,603.17,612.30,13:05:59.000
株I,812.68,910.94,781.58,793.45,13:05:59.500
株O,766.99,828.01,759.50,770.18,13:06:00.000
株H,856.09,941.88,809.74,822.19,13:06:00.500
株A,475.32,550.74,465.77,474.14,13:06:01.000
株D,708.57,772.66,684.90,702.93,13:06:01.500
株F,551.65,602.26,534.18,541.41,13:06:02.000
株N,496.35,586.80,455.93,462.06,13:06:02.500
株Y,447.23,512.45,439.46,457.98,13:06:03.000
株E,312.59,398.54,293.45,303.66,13:06:03.500
株Y,393.03,461.93,350.05,353.79,13:06:04.000
株P,978.06,1050.87,950.98,955.24,13:06:04.500
株V,573.38,660.25,544.09,559.80,13:06:05.000
株Y,391.83,463.14,383.76,403.19,13:06:05.500
株W,397.39,463.87,395.74,410.45,13:06:06.000
株P,930.26,988.81,928.58,938.54,13:06:06.500
株T,745.40,835.52,719.65,724.28,13:06:07.000
株K,434.08,497.60,419.94,422.11,13:06:07.500
株O,949.64,1018.53,944.47,956.79,13:06:08.000
株Q,790.64,845.20,768.15,780.21,13:06:08.500
株P,988.03,1078.81,952.75,966.42,13:06:09.000
株C,578.11,652.56,564.63,574.43,13:06:09.500
株U,597.18,673.26,572.25,575.07,13:06:10.000
株B,545.93,629.42,525.54,537.11,13:06:10.500
株I,383.67,476.75,339.73,351.73,13:06:11.000
株D,789.68,885.31,740.99,753.72,13:06:11.500
株U,944.37,1039.73,912.70,919.60,13:06:12.000
株P,445.66,545.44,403.15,419.82,13:06:12.500
株B,692.06,774.17,662.36,675.10,13:06:13.000
株W,957.08,1007.90,918.43,921.31,13:06:13.500
株K,734.46,819.31,723.55,740.77,13:06:14.000
株T,387.37,451.69,371.91,376.70,13:06:14.500
株X,824.91,893.07,780.16,791.87,13:06:15.000
株V,460.95,519.65,449.38,464.98,13:06:15.500
株K,658.58,747.88,630.84,650.29,13:06:16.000
株I,759.79,850.58,739.78,747.23,13:06:16.500
株A,640.16,703.90,618.36,619.85,13:06:17.000
株L,519.24,570.19,483.28,485.45,13:06:17.500
株A,741.26,819.07,694.37,711.91,13:06:18.000
株L,642.04,721.47,603.03,614.98,13:06:18.500
株X,887.21,968.43,859.61,867.39,13:06:19.000
株T,997.73,1094.30,962.43,968.02,13:06:19.500
株E,946.94,1012.93,901.97,918.09,13:06:20.000
株Q,427.56,502.08,425.43,438.93,13:06:20.500
株C,964.76,1048.76,956.33,958.18,13:06:21.000
株P,947.47,1035.50,905.95,920.82,13:06:21.500
株E,564.39,648.39,529.73,548.01,13:06:22.000
株K,307.33,363.97,304.39,312.91,13:06:22.500
株Z,427.31,518.19,379.90,392.92,13:06:23.000
株R,658.57,741.59,628.64,647.02,13:06:23.500
株H,454.46,506.00,411.45,424.13,13:06:24.000
株W,515.49,615.27,487.82,491.77,13:06:24.500
株T,830.57,890.37,823.01,830.03,13:06:25.000
株V,890.81,977.85,853.13,861.58,13:06:25.500
株G,732.00,806.80,724.51,725.74,13:06:26.000
株P,569.22,656.88,553.90,557.28,13:06:26.500
株X,404.41,483.97,373.46,377.29,13:06:27.000
株F,826.61,897.20,787.32,799.14,13:06:27.500
株N,452.96,550.71,441.54,447.64,13:06:28.000
株A,604.00,675.86,554.55,566.01,13:06:28.500
株K,755.84,828.60,746.52,757.13,13:06:29.000
株U,824.43,884.02,776.14,790.77,13:06:29.500
株O,443.37,517.59,416.93,421.97,13:06:30.000
株Q,993.62,1075.38,981.91,996.80,13:06:30.500
株P,381.39,439.83,376.45,391.42,13:06:31.000
株U,599.20,658.73,568.30,572.80,13:06:31.500
株X,755.69,839.03,721.10,727.89,13:06:32.000
株D,804.31,884.58,791.93,796.67,13:06:32.500
株E,414.42,507.98,374.34,385.88,13:06:33.000
株R,799.98,894.42,790.44,805.81,13:06:33.500
株U,428.23,490.73,401.43,415.01,13:06:34.000
株U,764.36,844.15,724.29,742.28,13:06:34.500
株W,380.50,469.41,378.82,390.45,13:06:35.000
株V,760.10,837.65,740.29,750.42,13:06:35.500
株T,534.27,613.76,494.45,501.13,13:06:36.000
株N,558.96,654.75,535.34,543.73,13:06:36.500
株W,822.61,913.66,794.70,808.96,13:06:37.000
株N,586.96,641.76,537.90,544.13,13:06:37.500
株Y,905.50,957.64,874.74,884.06,13:06:38.000
株U,807.05,871.96,768.09,781.06,13:06:38.500
株F,905.70,1004.73,896.28,908.71,13:06:39.000
株F,801.17,869.61,794.18,812.05,13:06:39.500
株U,737.83,834.78,697.73,705.42,13:06:40.000
株Q,339.02,424.70,326.66,344.27,13:06:40.500
株S,989.48,1055.83,971.27,981.55,13:06:41.000
株C,599.58,650.39,556.38,562.92,13:06:41.500
株Y,713.53,772.99,695.38,712.89,13:06:42.000
株J,615.56,676.25,577.96,587.60,13:06:42.500
